"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TNS1",1238.9065153522,-0.483885488506297,0.41209133613037,-1.17421902884465,0.240307306013648,0.856168281131824
"DUSP16",1608.0015768331,0.237988396804209,0.202641872285637,1.17442853305633,0.24022342206168,0.856168281131824
"MCM9",344.300990876344,-0.334348591077783,0.284988579200123,-1.17319996477122,0.240715626177593,0.856226266403687
"GSPT1",5771.75655543588,0.243294974677613,0.207328096897824,1.17347806842366,0.240604146721976,0.856226266403687
"OXR1",1325.34793653614,-0.171977983294382,0.146586575556914,-1.17321782462684,0.240708465858229,0.856226266403687
"SSR1",4583.403202947,-0.230129805914189,0.196045187227274,-1.17386103259653,0.240450692854515,0.856226266403687
"CLEC4A",8.55821761656652,0.857728972539126,0.730851881853588,1.17360164738682,0.240554621054104,0.856226266403687
"DDX21",4981.56071648597,0.276534250968854,0.235598056234441,1.17375438230984,0.240493420729347,0.856226266403687
"ZNF611",339.254966350422,0.335960930478176,0.286329508221665,1.17333673558398,0.240660796261324,0.856226266403687
"SNORD38C",8.85108841281351,-0.893377210231382,0.76158717911044,-1.17304654639128,0.240777140390982,0.856245853058232
"RAB26",68.723576162075,-0.622022544201986,0.5304297192449,-1.17267664618693,0.240925500092206,0.856574196606893
"RRAGA",1622.39521932055,-0.204976399250598,0.174820385590768,-1.17249712359302,0.240997526276087,0.856631058290819
"LATS2",1240.64458966986,0.295141373955384,0.251753445329695,1.17234293881805,0.241059398787693,0.85665181047565
"OSBPL9",4595.32303748706,-0.165853887706373,0.141532356163877,-1.1718443202792,0.241259565036484,0.856932508069299
"ID4",456.633726869654,0.402236871111268,0.343229091917832,1.17191951551578,0.24122937104587,0.856932508069299
"CD82",219.200403748969,-0.356203720123256,0.303998813587069,-1.17172733643329,0.241306544167866,0.856932508069299
"DMD",3061.49240527771,0.374240700518348,0.31951968229688,1.17126024233657,0.241494187038267,0.85722320734854
"PRDM8",88.2254894337793,0.297615388651697,0.254101863328815,1.17124441652195,0.241500546444935,0.85722320734854
"TYSND1",406.244207268174,0.252431920314234,0.215636256453767,1.17063764909292,0.241744457290455,0.857283767329893
"NIPSNAP3B",80.5421760478884,0.464319640072284,0.396651680750621,1.17059793921359,0.241760426071693,0.857283767329893
"RCC1L",1284.13163937613,-0.174936741983203,0.149454132861485,-1.17050454633687,0.241797985657149,0.857283767329893
"SNORD4B",9.6775912507881,0.809088725695007,0.690918589245984,1.17103337251062,0.241585363122181,0.857283767329893
"SNORA50C",180.971935129297,-0.335331070680472,0.286442792210431,-1.17067379525517,0.241729922254341,0.857283767329893
"TMEM51",195.023859044613,0.313640569177535,0.268036933891949,1.17013937080765,0.241944886826896,0.8574069146522
"TEAD2",502.617363517188,0.392648709995823,0.335550813687531,1.17016169825612,0.241935903239362,0.8574069146522
"KCP",177.851043088209,0.471613647988041,0.403202794126251,1.16966860066046,0.242134358768381,0.857833399735244
"TGFB3",85.3945307400193,-0.295658854651029,0.252794607926192,-1.16956155464104,0.242177456387841,0.857833399735244
"IL17RE",230.147619442787,-0.246695174010308,0.211010348393706,-1.16911410216726,0.242357662903092,0.85807409691118
"PLXNA4",20.4935710253604,0.590484106770865,0.50502740599451,1.16921200663966,0.242318224905577,0.85807409691118
"DEPDC1",2805.56710806858,-0.431215003872611,0.369002946751841,-1.16859501439865,0.242566837886348,0.85849907788005
"IMPA2",306.20002669738,-0.380530606599869,0.32564688241924,-1.16853753910646,0.242590006308334,0.85849907788005
"RPL34-AS1",8.21269402443673,-0.856678432859672,0.733210299585657,-1.16839388827979,0.242647919090662,0.858505296704013
"RPL28",10118.0236320914,0.265936591781662,0.227664793050636,1.16810591667774,0.242764044021616,0.858717423647029
"SYNJ2",3075.76628467306,-0.274625463864646,0.235297604954171,-1.16714092316467,0.243153463773364,0.859122379353145
"KLF12",2328.89252536291,0.354391312038439,0.303609236803631,1.16726129866613,0.243104862707265,0.859122379353145
"PCDHGA8",139.789549739795,0.41987271661159,0.359749274580052,1.1671259576596,0.243159506505825,0.859122379353145
"DPY19L2",446.925692056861,0.215505557087476,0.184611537906418,1.16734609077748,0.243070632373554,0.859122379353145
"RBX1",1760.78992883166,-0.267861734207648,0.229396126536621,-1.167682027817,0.242935048848732,0.859122379353145
"ETNK2",170.890628703754,0.490564195679378,0.420429166364592,1.16681770658595,0.243283994794597,0.859165098734072
"COPS8",1551.04230351165,-0.197303854681278,0.169078945088233,-1.16693331968872,0.24323729878509,0.859165098734072
"BET1L",674.434522575433,0.212088664300008,0.181855346901667,1.1662492630183,0.243513680186107,0.859614909071139
"IRF2",447.102773347477,0.229634939936167,0.196925943657794,1.16609795373235,0.243574843905821,0.859614909071139
"LOC105374952",34.8579810324271,0.431731418813722,0.370240067927382,1.16608507888023,0.243580048802732,0.859614909071139
"CRELD1",422.678366105347,-0.348867435947244,0.299746185564471,-1.1638761483829,0.244474206848405,0.859937181387895
"TMEM222",638.534380016464,-0.232256930616374,0.199574593914118,-1.16376000602722,0.244521284058982,0.859937181387895
"PROSER1",584.674405761749,0.506270537360978,0.434344757566994,1.16559605829452,0.243777802266305,0.859937181387895
"NBR1",7165.1946367064,0.268867186716398,0.230903199655933,1.16441516235823,0.244255805897676,0.859937181387895
"LONP2",4523.6033445383,0.156632443149884,0.134427062871325,1.16518534143541,0.243943977852587,0.859937181387895
"GPC3",93.6702220003502,0.296300960365892,0.254524498728046,1.16413532625197,0.244369174482516,0.859937181387895
"LSM 4.00",3952.62570426435,-0.290776116274557,0.249630803622328,-1.1648246612805,0.244089974241924,0.859937181387895
"CLDN23",51.5701905011826,0.385576010019568,0.331342681801316,1.16367745900835,0.244554747584658,0.859937181387895
"SNORD53",20.8877483867676,0.536502498865993,0.460717539921786,1.16449332264856,0.244224147813874,0.859937181387895
"RNLS",215.074265588844,0.219946615365808,0.188869268679401,1.16454422100378,0.244203533467249,0.859937181387895
"FBXW2",3116.52657744252,0.213571496223608,0.183259709736437,1.16540344045489,0.243855725326755,0.859937181387895
"GASAL1",76.9693571712074,-0.342876135239018,0.294343004332768,-1.164886306764,0.244065016989339,0.859937181387895
"PCDHAC2",35.3175296031934,-0.544548431781587,0.46776267612765,-1.16415537103046,0.244361052614762,0.859937181387895
"HMGN5",58.6301097997389,-0.510668608676081,0.438855785327443,-1.16363649688486,0.244571354308907,0.859937181387895
"PGM5P2",3344.5223907964,0.256993463490471,0.220779034998942,1.164030196489,0.244411774716027,0.859937181387895
"SNORD36C",37.6096808012636,0.394924735989844,0.339122614227054,1.16454851260797,0.244201795380172,0.859937181387895
"PRPF6",2460.24430236914,-0.185965481555779,0.159838812908028,-1.16345634813232,0.244644398997168,0.859996222549712
"CAPRIN2",1196.64886682225,0.181802858376048,0.156319621639819,1.16302007687139,0.244821356797621,0.860222685065969
"TOMM34",2036.97782149668,-0.270656058073311,0.232714132481211,-1.16304091714397,0.244812901645488,0.860222685065969
"STIM1",458.658709095181,0.274082148671179,0.235747608243442,1.16260839595942,0.24498842276345,0.860611904229694
"PAAF1",325.513537677352,-0.278530847215322,0.239788803677268,-1.16156735820825,0.24541124755059,0.861791797887351
"KIAA0232",1524.54271386854,0.184590855979303,0.158928704162233,1.16146958444256,0.245450985330274,0.861791797887351
"TTC3P1",32.0927942426522,0.444560345482826,0.382791169075912,1.16136520744726,0.245493411813148,0.861791797887351
"FBXL18",652.394431665056,0.364398744323391,0.314025991711034,1.16040950093937,0.245882120350636,0.862081370537532
"DDX39A",1482.75632758964,-0.349138581590232,0.300966490701279,-1.16005798777368,0.246025197593547,0.862081370537532
"KRT7",31775.8587716717,-0.382458970141812,0.32961054333807,-1.16033597186707,0.2459120442381,0.862081370537532
"WASL",1656.7812434741,0.330675908121945,0.285052285975431,1.16005352137554,0.24602701593768,0.862081370537532
"STN 1.00",323.072131909785,-0.261968925606581,0.225741878385632,-1.16047995826039,0.245853448959155,0.862081370537532
"SNRPB2",1232.74858705555,-0.224473451626464,0.193421414032483,-1.16054084677907,0.245828673315007,0.862081370537532
"ZNF17",269.78596211622,0.211320381768611,0.182151804935245,1.1601333395721,0.245994522057507,0.862081370537532
"CRYBG2",48.2888988961504,0.574392695042445,0.495142211874899,1.16005600263298,0.246026005775811,0.862081370537532
"DEPP1",160.037165473611,-0.340576566610495,0.293694143607463,-1.15963009145219,0.246199444009081,0.862487878095973
"CPNE1",2199.75022424233,0.219965596722739,0.189908362485057,1.15827230483358,0.246752929700376,0.862561293451596
"NPR 3.00",684.235999487376,0.612257558038391,0.528480368406757,1.15852469578804,0.246649979601138,0.862561293451596
"RSL24D1",2147.79970158847,-0.303169878535497,0.261788314079455,-1.15807261909896,0.24683440270436,0.862561293451596
"BICD1",691.450041988194,0.352424958801395,0.304279908222135,1.15822619002538,0.246771743151615,0.862561293451596
"CACHD1",251.748998532529,0.409032804012505,0.353206295773901,1.15805637925079,0.246841029490498,0.862561293451596
"SNRPA",1759.95640186779,-0.175149947830746,0.151153680489602,-1.15875410551312,0.246556429642079,0.862561293451596
"RBM17",1900.59195825678,0.182105710124976,0.157119346577453,1.15902792426142,0.24644480287817,0.862561293451596
"PARD3B",1888.90792076084,0.421786127005851,0.364178995274404,1.15818356489242,0.246789133814268,0.862561293451596
"KIF5C",296.412112554914,-0.228098441753101,0.196839938126464,-1.15880163306369,0.246537051705543,0.862561293451596
"CLDN12",1621.69520633855,0.172766714933291,0.149126617689244,1.15852366003036,0.246650402024489,0.862561293451596
"ZNF284",276.917153102207,0.278642566386851,0.240453449975486,1.15882124550618,0.246529055630052,0.862561293451596
"PSME2",1395.31283999179,-0.261473193051011,0.225837822187681,-1.15779186372828,0.246948984487794,0.862741333375092
"KCND2",18.9805995096301,0.922009929771209,0.796609398957116,1.15741783988271,0.247101688838927,0.86288045202593
"SNORA70",1779.25223310394,0.230234632946998,0.198905025122766,1.15751038871389,0.247063897366902,0.86288045202593
"BRD2",3666.89140678924,-0.181472036162619,0.157022503038118,-1.15570719260898,0.247800945153164,0.863076259829437
"UPB1",31.1338963812548,-0.814605501810849,0.704270332505708,-1.15666593382201,0.247408872891657,0.863076259829437
"ZCCHC9",640.532546362104,0.270882321192849,0.234355871826834,1.15585890415839,0.247738874553783,0.863076259829437
"GOLGB1",8726.17164706333,0.157290343437943,0.135974360814871,1.15676472016731,0.247368499422572,0.863076259829437
"SLC8B1",328.014587238113,-0.233247107707261,0.201856085102591,-1.15551189645195,0.247880863791679,0.863076259829437
"RABEPK",421.86697108003,-0.270694434279908,0.234239391351595,-1.15563156443484,0.247831891398526,0.863076259829437
"S100A4",351.913539066242,-0.599343751426351,0.518534967365616,-1.1558405684216,0.247746375778678,0.863076259829437
"TAZ",308.5533854266,-0.31117534134349,0.269330051401056,-1.15536806874968,0.247939732162126,0.863076259829437
"PCDHGB5",287.319155030174,0.364456049659764,0.315214045985474,1.15621766955321,0.247592134149649,0.863076259829437
"ARMC10",1604.1788371195,0.196351091996462,0.169739043265391,1.15678212990433,0.24736138463114,0.863076259829437
"RRM1",4118.54550785399,-0.402159947326417,0.34798809078225,-1.15567158181302,0.247815516375586,0.863076259829437
"SNORA63",9441.90174441619,0.327148361994649,0.283030762161556,1.15587563520007,0.247732029954935,0.863076259829437
"DHX30",1956.74697390683,-0.187169227002007,0.162002528576934,-1.15534756553581,0.247948124880356,0.863076259829437
"RPL19P12",11.9461660695298,-0.800549083988186,0.6923837122749,-1.15622171607402,0.247590479409295,0.863076259829437
"UBE2U",22.5221224225902,0.578995267138173,0.501495602562434,1.15453707705461,0.248280046847591,0.863467756783775
"MEIS3P1",403.346810266082,-0.266833098714912,0.231048304103365,-1.1548801440046,0.248139511607151,0.863467756783775
"XYLT2",884.743762822639,-0.179142165236164,0.15516575322114,-1.15452128783117,0.248286516144785,0.863467756783775
"NALT1",46.0459604537866,0.582271106067484,0.504275929461202,1.15466765722809,0.248226548930045,0.863467756783775
"MICAL1",549.461840905435,0.24740426025091,0.214370546740997,1.15409632532133,0.248460679763058,0.863680507552894
"SERGEF",407.304841738684,-0.308281072386133,0.267112841595549,-1.15412299365569,0.248449747689719,0.863680507552894
"TSKU",744.464605376894,-0.294466994038943,0.255213008451751,-1.1538087177661,0.248578599280118,0.863697642226011
"ALCAM",28268.5511033658,0.300165026645297,0.260120642670561,1.15394542918092,0.2485225425206,0.863697642226011
"ATRX",6006.91844836335,0.219580644914498,0.190349774321204,1.15356398870202,0.248678969373188,0.863837286822444
"MSH5-SAPCD1",10.3449062435528,-0.712843637109698,0.618017929541561,-1.15343520476579,0.248731798573548,0.863837286822444
"USP21",324.306389804466,-0.287040796376543,0.248939879704001,-1.15305268371562,0.248888761012873,0.863907395763912
"LOC100506023",64.1666576792081,0.347483943392494,0.301315144310792,1.15322429009436,0.248818336047556,0.863907395763912
"GCLC",721.895336207681,-0.252374054250821,0.218889842529658,-1.15297288962426,0.248921512188647,0.863907395763912
"UBE2F",384.794012861075,0.328878182565133,0.285368733624565,1.1524674703775,0.249129029553174,0.864339552031804
"TANC1",3365.06576378565,0.207270498855883,0.179882239471146,1.15225660668479,0.249215642684209,0.864339552031804
"NOL12",410.089065426538,-0.321462339388819,0.278973651114466,-1.15230358890388,0.249196342721794,0.864339552031804
"TNRC18",1189.47670572129,0.345147229522746,0.29957901451768,1.15210750018132,0.249276901498419,0.864355924270317
"TTC12",383.542283875152,-0.216597669035317,0.188166425321851,-1.15109626313427,0.24969263518292,0.86442504680174
"RAPSN",22.0020575362426,0.62280358354459,0.540993237905817,1.15122249208781,0.249640714249988,0.86442504680174
"TRPV3",29.5856533508123,0.487243500894347,0.423087197766961,1.15163848839199,0.249469658600558,0.86442504680174
"GSR",1807.15244287011,0.19687838720174,0.170926214818735,1.15183260455704,0.249389867016806,0.86442504680174
"USP32P1",897.73481339932,0.277237135704611,0.240780835244836,1.15140864688298,0.249564158178172,0.86442504680174
"ARL 1.00",2309.01142814985,-0.195447328265238,0.169732424896952,-1.15150259818592,0.249525526979091,0.86442504680174
"XRCC1",690.418100112353,-0.246197271737901,0.213879913243933,-1.1511004843971,0.249690898756454,0.86442504680174
"CDK5RAP1",634.319114017269,-0.2235711457169,0.194318667619212,-1.15053869222185,0.249922067463103,0.864608899830422
"TRPM7",4758.83739389999,0.192714974156951,0.167517424081826,1.15041748769261,0.249971960835326,0.864608899830422
"UPF3A",1122.9645043228,-0.178537566704055,0.155138699489328,-1.15082546967165,0.249804044347353,0.864608899830422
"LOC729218",208.416527764897,0.367650655227256,0.319512405005851,1.15066160019835,0.249871479977978,0.864608899830422
"MAPK7",379.87098655389,-0.269030680590528,0.233974294854309,-1.14983007324821,0.250213866275244,0.864704775996958
"SGO2",1081.92977193969,-0.581210351116791,0.505487863016245,-1.1498008036211,0.250225924189596,0.864704775996958
"DNAJC1",733.303528755833,0.256734758224411,0.223278083141893,1.14984307734878,0.250208509236717,0.864704775996958
"ALKBH3",665.169048995713,0.205055272804554,0.178284985981763,1.15015446575815,0.250080256721069,0.864704775996958
"ARF6",2647.96603569629,0.226193995932182,0.196757930897499,1.1496054817227,0.250306399380412,0.864787397452595
"MAP3K21",317.965130020487,0.230290839613589,0.200352708618403,1.14942713378638,0.250379896860245,0.864845879620296
"CCDC151",44.9525874547736,-0.404831099879349,0.352261407485204,-1.14923488999104,0.250459137721789,0.86488575427765
"FGF7P6",13.497794255371,0.611903720440443,0.532495514751861,1.14912464704155,0.250504586600042,0.86488575427765
"KIF15",674.725334235988,-0.520472436420407,0.453010884368477,-1.14891817035693,0.250589724393865,0.864984354602261
"PCNA",4113.71515092624,-0.37952735858089,0.330438091834449,-1.14855813527405,0.250738228180385,0.865019032790813
"METTL7B",60.8495218836949,-0.54916592666482,0.478166643344536,-1.14848230069684,0.250769515523867,0.865019032790813
"ZBTB46",8.28527046607311,0.781716538255933,0.680561479804003,1.14863471038805,0.25070663807605,0.865019032790813
"EDF1",4573.88369960818,-0.276325454445111,0.240677125897926,-1.14811681174182,0.250920344829879,0.865344063108323
"FAAP20",428.009569620846,-0.224363715786102,0.196308181280592,-1.14291576806679,0.253073565109913,0.865375651730551
"FCMR",41.8522666696829,-0.367556713741814,0.321800807824605,-1.14218704491925,0.253376279781999,0.865375651730551
"CEP63",642.132047239327,-0.193423429400573,0.1701700943813,-1.13664760017803,0.255685632738234,0.865375651730551
"COA8",933.814998930593,0.226188434883085,0.198656523452856,1.13859052273591,0.254873983137587,0.865375651730551
"TNFAIP8L3",37.1053212167194,-0.453690922309038,0.397642222014699,-1.14095258800829,0.253889653588678,0.865375651730551
"RNVU1-19",128.597784831581,-0.321403580023406,0.281983897513733,-1.13979409057481,0.254372096268854,0.865375651730551
"LZTFL1",767.585591966902,0.200037689851897,0.175621378368989,1.13902812806541,0.25469142243404,0.865375651730551
"RAP1A",1134.09871691762,0.305627238669805,0.269193117767633,1.1353456626392,0.256230516964351,0.865375651730551
"CREBL2",2878.56168882455,0.255097158602372,0.22353856150825,1.14117741870213,0.25379609932537,0.865375651730551
"GLT8D1",1258.59373099092,-0.211455247083894,0.184496198402351,-1.14612251588377,0.251744462441119,0.865375651730551
"TOX2",38.8938273101266,0.664402003286355,0.580794312006744,1.14395404629693,0.252642695273875,0.865375651730551
"ARHGEF12",13674.4918901515,0.168956456336858,0.147827288869734,1.14293144133722,0.253067057135842,0.865375651730551
"MND1",207.891750919037,-0.45431493901208,0.398125750257803,-1.14113427407771,0.253814050367048,0.865375651730551
"CMTR2",1171.39903021028,0.219952364878402,0.192555795542107,1.14227860168615,0.253338232870204,0.865375651730551
"CTSA",3246.6348845215,0.186041805929074,0.163724916740313,1.13630722576062,0.255828007739839,0.865375651730551
"KANK2",5539.91854707795,-0.35277582074462,0.308100559452469,-1.14500220762839,0.252208242883534,0.865375651730551
"BUD13",458.680429157122,-0.214435621955909,0.186859323348068,-1.14757785757617,0.251142874942651,0.865375651730551
"FOXO3",3335.36563688956,0.282418650334254,0.246565193675627,1.14541167033411,0.252038666238212,0.865375651730551
"CASD1",708.430353826696,-0.192953815545227,0.169865781912789,-1.13591927327831,0.255990351303862,0.865375651730551
"COMMD9",1070.06915763909,0.233557662861446,0.205644357954961,1.13573581684453,0.256067145860685,0.865375651730551
"TACC3",1788.91492263344,-0.41431234603628,0.364271858808368,-1.13737126823798,0.255383113088388,0.865375651730551
"SUOX",254.67803990083,-0.242753649714535,0.213315941853196,-1.13800050575497,0.255120271149319,0.865375651730551
"URB2",526.185797740989,0.235032767209617,0.206511097271326,1.13811204489809,0.255073699210276,0.865375651730551
"BIRC6",10166.6289037042,0.205665794827319,0.179934034577758,1.14300663190232,0.253035837560993,0.865375651730551
"BTBD9",630.521112047518,0.180164143264819,0.157811098884028,1.14164431107103,0.253601897486158,0.865375651730551
"CSNK2A1",4189.81325581958,0.177526952298368,0.15638526837556,1.13518974096739,0.256295827022067,0.865375651730551
"GNG4",43.9440389592333,0.52464743308447,0.459032032481049,1.14294296685304,0.253062271498243,0.865375651730551
"GTF2I",2934.14534897788,0.194267534171598,0.170619555877371,1.13860063210587,0.254869764672175,0.865375651730551
"ARRB2",240.949155060909,-0.234026648009023,0.205850687290059,-1.13687571846317,0.255590244107004,0.865375651730551
"COMMD6",1362.55073608346,0.291830183554152,0.254614348490427,1.14616550592837,0.25172667746312,0.865375651730551
"HTRA4",45.7469348688504,-0.358388125462498,0.312350008905011,-1.14739271728815,0.251219349741268,0.865375651730551
"SMAD4",3769.06096308652,0.256518278455558,0.22514309117047,1.13935665146097,0.254554428444489,0.865375651730551
"FAR2",139.260779247877,0.366624728017846,0.319414197192407,1.14780348287713,0.251049699203922,0.865375651730551
"CSNK1A1P1",34.7891888635625,0.804982564726917,0.706412776061219,1.13953568226115,0.254479794328371,0.865375651730551
"ASPHD2",124.508215872652,-0.325741172357413,0.284822104382933,-1.14366535231924,0.252762447587991,0.865375651730551
"PCSK5",350.877018698927,-0.28809778012909,0.253693241632641,-1.13561472223319,0.256117844630207,0.865375651730551
"TFPT",354.394380141819,-0.223271794325239,0.196554688518601,-1.13592708476201,0.255987081785014,0.865375651730551
"PRC1-AS1",21.7417401049809,-0.55285157268027,0.486195097436463,-1.13709820521692,0.255497234151263,0.865375651730551
"METTL4",555.67564380218,-0.238585411993218,0.208802453009499,-1.14263701673258,0.253189329825342,0.865375651730551
"RRAD",75.8885502308217,0.512397116835482,0.451193815587777,1.13564747373138,0.256104131848636,0.865375651730551
"VGLL4",1809.15261350532,0.205151626363049,0.179352133072108,1.143848265694,0.252686569229831,0.865375651730551
"PLAAT4",42.8770005258923,0.476382553434731,0.417493465380922,1.14105391565848,0.253847487185755,0.865375651730551
"HERC3",1092.63183615782,0.303033894854958,0.266407877095693,1.13748098651794,0.25533726857445,0.865375651730551
"NSFP1",21.3374394474991,-1.1193276170303,0.982045135194475,-1.13979243612732,0.254372785699905,0.865375651730551
"RNF152",76.3714209991539,0.370125317842055,0.325749321339898,1.136227441149,0.255861388763008,0.865375651730551
"ZNF646",770.849627398343,0.178065934641455,0.156283313299227,1.13937906026168,0.25454508586059,0.865375651730551
"FGD3",12.1485092353284,0.855887260206197,0.747825923445711,1.14450065633266,0.252416065854644,0.865375651730551
"ABLIM3",932.277575295449,0.35068731682069,0.307639628111941,1.13992894534733,0.254315904799879,0.865375651730551
"C1GALT1C1",1417.85280614021,-0.273276826025863,0.240711689134916,-1.13528689449184,0.256255131499245,0.865375651730551
"NDUFA12",880.961135509492,-0.244926514396304,0.214305694534653,-1.14288383669945,0.253086824254835,0.865375651730551
"PELO",1350.18938076274,-0.209713558643298,0.183944105812649,-1.14009393079926,0.254247170186361,0.865375651730551
"UBLCP1",779.311637201941,0.227747734739445,0.199907475013803,1.13926572642529,0.254592338979348,0.865375651730551
"GGA2",3608.74288139053,-0.222842996428012,0.195060476534931,-1.14243028821939,0.25327520746396,0.865375651730551
"ATN1",479.722745365899,0.464416193576682,0.407594901652158,1.1394062872087,0.254533734836171,0.865375651730551
"PNMA8A",424.557165618429,0.229548208021153,0.20049982876242,1.14487982078605,0.252258944132849,0.865375651730551
"ZNF615",327.220380162092,0.211044737127851,0.185738570579964,1.13624615753674,0.255853557756043,0.865375651730551
"TAF6L",268.392602399106,-0.243392306984372,0.214356767871008,-1.13545426814252,0.256185032801862,0.865375651730551
"SYT7",13.6700935290297,0.65240460894446,0.574646145390526,1.1353153835237,0.256243198907297,0.865375651730551
"ELK4",3404.50441964585,0.370902338028305,0.32600956466919,1.13770385358071,0.25524416376392,0.865375651730551
"SMARCC1",4296.96645950637,0.317112222134169,0.277424067827465,1.14305952117819,0.253013879222917,0.865375651730551
"NUCB1",1966.1922623682,-0.189554845945293,0.165862893505078,-1.14284058320428,0.253104785558999,0.865375651730551
"ZNF365",171.092616695756,-0.293237690206723,0.257533075408983,-1.13864089007223,0.254852966200091,0.865375651730551
"ENC1",7336.12629498746,-0.436058082896405,0.380339333107791,-1.14649746933437,0.251589373737266,0.865375651730551
"ZNF853",41.1122970514064,-0.432050416313368,0.376738344403112,-1.14681826984691,0.251456736748682,0.865375651730551
"CENPF",12644.6304519296,-0.490692255227113,0.430498438285584,-1.1398235431033,0.254359823212229,0.865375651730551
"RWDD1",1145.54269857935,-0.233292532797452,0.203440439520307,-1.14673627990351,0.251490631364851,0.865375651730551
"SIRT4",43.4657541250692,0.48930100933178,0.427986620776593,1.14326239554856,0.252929663041446,0.865375651730551
"PI4KAP1",20.1060317625751,-0.541003674678516,0.476341188116847,-1.13574825812839,0.256061937454232,0.865375651730551
"TNNC1",10.76281853297,-1.08022536338225,0.94565846241128,-1.14229968463227,0.253329472301027,0.865375651730551
"SYCE1L",93.2138646416668,-0.434277746716364,0.379590632972135,-1.14406865974547,0.252595163766277,0.865375651730551
"SNORD69",13.4384583378325,0.710635679953311,0.62119686896006,1.14397820636633,0.25263267529844,0.865375651730551
"B3GAT1",70.1769204201465,0.488116445193291,0.425673255713433,1.14669277113781,0.251508619168873,0.865375651730551
"TMEM108-AS1",55.4779239055971,0.64519521448213,0.566569645472785,1.13877476429881,0.254797109938074,0.865375651730551
"KPNA6",3760.64056589591,-0.23020056326516,0.20181077624334,-1.14067527785329,0.254005078131375,0.865375651730551
"PACSIN3",275.227499138919,0.324106666408133,0.28460981389147,1.13877544128441,0.254796827501421,0.865375651730551
"SLED1",8.42690020699157,0.950036499225157,0.834449915042094,1.13851830061872,0.254904121591786,0.865375651730551
"ATG14",1354.48894893824,0.230643626684208,0.203091924246658,1.13566124078912,0.256098367847613,0.865375651730551
"MPLKIP",610.312092191999,0.222261345557984,0.19473660958803,1.1413434075297,0.253727045141857,0.865375651730551
"SNORD95",27.7035963234156,-0.489729645152346,0.429750242314976,-1.13956804890737,0.254466302990033,0.865375651730551
"ETV3",856.049535331854,0.242817939424787,0.212186233760883,1.14436236093631,0.25247339097105,0.865375651730551
"FCHSD2",491.570172119334,-0.258762969743956,0.226797786052162,-1.14094133919121,0.253894334962577,0.865375651730551
"KATNBL1P6",15.79247797326,0.590471809407833,0.51496187502086,1.14663208685869,0.251533709334354,0.865375651730551
"F2RL1",325.364844444632,0.316421025102122,0.275762645469629,1.14743976495892,0.251199914499741,0.865375651730551
"RAB40B",131.250638939018,-0.363597512640641,0.319364834657209,-1.13850203022793,0.254910911605006,0.865375651730551
"GALM",486.636342313742,-0.189082534535543,0.166183429847797,-1.13779415137068,0.255206447732639,0.865375651730551
"WARS2",605.342733548149,0.244333880508473,0.213181284092001,1.14613194844547,0.251740560116058,0.865375651730551
"FERMT2",3780.44412439322,0.215099640764509,0.189173832725787,1.1370475380509,0.255518413347229,0.865375651730551
"PTPN14",6930.79663365431,0.31016301385677,0.271580882875493,1.14206497369318,0.253427013332213,0.865375651730551
"TMEM115",1258.46395859026,0.22667072251722,0.199037600275326,1.13883367868016,0.254772531824708,0.865375651730551
"ANKRD18CP",84.1015394873729,-0.336591083717737,0.295856965694358,-1.13768179474084,0.255253377999085,0.865375651730551
"LOC100129034",1831.76503260261,-0.468462379641983,0.408332230752902,-1.14725790510881,0.251275046029618,0.865375651730551
"MIR221",92.8364306163744,0.531141628472388,0.465320027780843,1.14145447597743,0.2536808460781,0.865375651730551
"FAM110C",381.368829694805,0.386118923639386,0.340136363275994,1.13518860471287,0.256296303001211,0.865375651730551
"ZNF780B",1049.05700582119,0.23693823297648,0.208726150658791,1.1351631418902,0.256306969586338,0.865375651730551
"TACO1",540.648443788713,0.205025126822945,0.179765710010235,1.14051298666065,0.254072645379305,0.865375651730551
"LOC101928728",18.1828789170212,-0.54835682729595,0.48315028895048,-1.13496119082763,0.256391579461766,0.865470184767384
"HSD17B14",248.778671841253,0.317780386190302,0.280026849595168,1.1348211310798,0.256450270601607,0.865477204626352
"PCDHGA12",89.877265711603,0.530789730583836,0.467813284396537,1.13461876412624,0.256535087654605,0.86557237255873
"PRPF4",1002.22098332789,-0.221353547838973,0.195128446945052,-1.1343991678533,0.256627147981424,0.865691932555164
"NAXE",1928.59856534409,-0.305944469751777,0.269766894075683,-1.13410680283824,0.256749750406555,0.865742901476103
"CKAP2L",1037.379978636,-0.56136729059537,0.494992264060216,-1.13409305832521,0.256755515129033,0.865742901476103
"DCLK2",245.374779892498,0.337811726403655,0.297938500009369,1.13383039249051,0.256865699678745,0.865923443591766
"ASB6",948.404161879481,0.224003225292444,0.197622084331232,1.13349287884746,0.257007329991285,0.866136144031555
"TMEM63A",707.302925010695,0.313581670649165,0.276675297355679,1.13339236876663,0.25704951734858,0.866136144031555
"CASTOR1",136.000570787418,0.2542885062951,0.224383747244562,1.13327506745818,0.257098758609053,0.866136144031555
"ZNF281",1381.13089269551,0.205546841147971,0.181431848943713,1.13291487875284,0.257250001125167,0.866454729500231
"LEF1",16.3845171396682,-0.789557621991846,0.697043873034316,-1.13272299282226,0.257330598845154,0.866535285274165
