"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AREL1",2010.4812002298,0.0666902916762761,0.191734888892089,0.347825542141213,0.727971206144957,0.979338937253141
"CTSO",362.427505242431,-0.0855611488874241,0.232713906021848,-0.367666678584267,0.713121789450429,0.979338937253141
"GUK1",3090.49591250138,-0.0922533759996386,0.282581095034788,-0.32646690674152,0.744071123488349,0.979338937253141
"SEPTIN7P2",265.418662039155,-0.0670621038343911,0.204270958870393,-0.328299745618471,0.742685036494437,0.979338937253141
"SNORD17",9414.0289967918,0.12299578957424,0.330092491925807,0.372610079243745,0.709438670088452,0.979338937253141
"CHST14",516.856874724572,-0.0734619360211583,0.219861787850974,-0.334127802467212,0.738283121166562,0.979338937253141
"MIR4477B",8.74449054564117,0.233753831910803,0.655553662264146,0.356574671711032,0.721410241684548,0.979338937253141
"C8orf33",1154.75136476122,0.0630883489142983,0.162204975561853,0.38894213137279,0.697318954804812,0.979338937253141
"HSP90AA1",19081.5609843306,-0.148076041321444,0.40667373088808,-0.364115088029121,0.715772070444162,0.979338937253141
"COL3A1",8.67604388370641,-0.333983042216706,1.02117744548337,-0.327056814360618,0.743624914277576,0.979338937253141
"MON1B",969.74283369543,0.0915371465722448,0.256939830320461,0.356259076134975,0.721646553863018,0.979338937253141
"KRT19",8.42422604941142,0.24228816030095,0.724675553019367,0.334340187538346,0.738122868222981,0.979338937253141
"LOC105372631",7.5911873153887,0.230098036647742,0.708034311827037,0.324981477315681,0.7451950904378,0.979338937253141
"UTP15",722.935244518102,0.0569719337844822,0.174594765591811,0.326309517879122,0.74419018777694,0.979338937253141
"PPP4R1L",296.141412123627,-0.0710796513312235,0.191324393708636,-0.371513793685239,0.710254884060781,0.979338937253141
"STX16-NPEPL1",11.8364982111513,0.203937911978194,0.597557239679756,0.34128598640607,0.732888296539782,0.979338937253141
"SBF2",1860.46951177254,0.0648806511522963,0.166188525993832,0.390403914856939,0.696237893450468,0.979338937253141
"LOC114841035",18.6043201116424,0.178980325543798,0.537135774698091,0.333212446414313,0.738973923593017,0.979338937253141
"TEKT4P2",13.3114891171713,-0.206974992334541,0.606183792364487,-0.341439337279561,0.732772865533919,0.979338937253141
"TNKS",1998.06011149926,0.108936830545602,0.290750463771682,0.374674657892023,0.70790244165106,0.979338937253141
"USP22",9189.29700689178,-0.068899356332324,0.205013446909819,-0.336072376572603,0.736816288457408,0.979338937253141
"SINHCAF",1711.50602159128,0.127881448107819,0.354744543761134,0.360488837268566,0.718481602864788,0.979338937253141
"NBPF20",407.465556462326,-0.079943460514267,0.246257458328797,-0.324633662090057,0.745458347253716,0.979338937253141
"PLP2",3302.27937629993,0.059783538846597,0.180137049984472,0.331878083113665,0.739981320470298,0.979338937253141
"ATXN7L3B",2556.00536386296,0.0653673676090655,0.169986523352644,0.3845444116382,0.700574985734801,0.979338937253141
"LINC01311",72.923283410608,0.124327403898197,0.378965129819418,0.328070827934594,0.742858110336136,0.979338937253141
"SNORA77B",421.369666601964,0.0946369177887592,0.275970377541038,0.342924188574139,0.731655494074551,0.979338937253141
"ALG3",550.898472907425,0.0704398272459625,0.216507066016793,0.325346551232185,0.744918802750443,0.979338937253141
"FOXN2",886.916202444827,0.0791861176419677,0.222995192237814,0.355102353765185,0.722512913367484,0.979338937253141
"MSS51",87.4102574795074,0.0980077814932903,0.27256719283177,0.3595729202589,0.719166537396716,0.979338937253141
"LOC100507599",95.4027092915228,-0.08811927970504,0.251811406926529,-0.34994157246717,0.726382546832463,0.979338937253141
"SLC35E4",246.637448941667,-0.0823387167293386,0.22398317396268,-0.367611170395585,0.713163184446742,0.979338937253141
"FOXJ2",473.754641570768,0.165366193634075,0.469737214295566,0.352039797149271,0.724808416651269,0.979338937253141
"CC2D1A",476.476975594332,0.0933812671764238,0.243785761626145,0.383046436155806,0.701685333892796,0.979338937253141
"SNX33",3091.1844556706,0.0912965562783979,0.267372977397996,0.341457678957956,0.732759059702303,0.979338937253141
"MIR6819",18.9255954099619,-0.199201238307153,0.536397852277887,-0.371368448738594,0.71036312224984,0.979338937253141
"IER3",1828.50995365509,0.149038977335693,0.437170365252084,0.340917384118095,0.73316577733238,0.979338937253141
"MIR4766",7.97557308713317,-0.283262535081259,0.840700395720546,-0.336936364634968,0.73616487146658,0.979338937253141
"EP300-AS1",17.895554885043,-0.227854556198555,0.643526895726607,-0.354071535644651,0.723285273331274,0.979338937253141
"SERTAD4-AS1",327.456405965498,-0.112265563709426,0.333812789100556,-0.336312949578476,0.736634885744299,0.979338937253141
"VAC14-AS1",15.9903618275705,-0.203253546908367,0.601547710086964,-0.337884333196088,0.735450354258814,0.979338937253141
"DIP2C",1257.90643408559,0.102715306923136,0.287607980269175,0.357136498184103,0.720989622145629,0.979338937253141
"GPALPP1",933.553273513311,0.0528208317836462,0.150990383415522,0.349829112217594,0.726466949465024,0.979338937253141
"STOX2",202.082014528099,-0.109747746743811,0.296521010777494,-0.370117943602198,0.711294612935019,0.979338937253141
"CTR9",1814.60441108522,0.0671554527383474,0.19846286007993,0.338377934850384,0.735078399909241,0.979338937253141
"LINC00852",24.869844101398,0.228695973544396,0.702690330916776,0.325457692360765,0.744834697735254,0.979338937253141
"CTSF",1185.35122685217,0.0934260449611508,0.284273506268268,0.328648442085155,0.742421428574233,0.979338937253141
"SNORA93",10.658196546579,0.238724310870701,0.697562163193178,0.342226576306706,0.732180386396637,0.979338937253141
"DYNC1LI1",895.510074924472,-0.0634731425752855,0.16623046185217,-0.381838213454118,0.702581372272664,0.979338937253141
"BACE2",2429.79491517914,0.0773828916008629,0.203753483065435,0.379786840630408,0.704103651412895,0.979338937253141
"KIF2A",2539.6731643105,0.0934068029620454,0.245496665767189,0.380480943275317,0.703588439861783,0.979338937253141
"TOPORS",1462.75673566495,-0.0509623277783729,0.148074580348251,-0.344166619675818,0.730720984218839,0.979338937253141
"HEATR5A",2536.00078499735,-0.080073837973084,0.214767757373671,-0.372839195940222,0.709268128654241,0.979338937253141
"SNORA94",268.25066246628,-0.10756254783172,0.32409883326194,-0.331881934745463,0.739978411982237,0.979338937253141
"EP400",1246.82770652187,0.154250370104118,0.465713489971093,0.331213017071274,0.740483588425531,0.979338937253141
"EXOSC10",2002.60006257076,-0.0609778807463804,0.186613921411304,-0.326759548726179,0.743849756808721,0.979338937253141
"SNORD136",11.5707548657897,0.220800099983973,0.655546859244137,0.336818179921663,0.736253967451078,0.979338937253141
"RPL15",27754.2932600803,0.0852972926789915,0.226195274114312,0.377095821356043,0.706102396450836,0.979338937253141
"TTLL4",494.745332664574,-0.110487218232586,0.283809391583278,-0.389300782529482,0.697053657501513,0.979338937253141
"CCDC58",525.574606303614,0.0892981967422711,0.230873576026035,0.386783963237964,0.698916150477493,0.979338937253141
"MIR5002",8.28470215611638,-0.260330635606402,0.689044861903111,-0.377813768014147,0.705568945119216,0.979338937253141
"PSMB5",3034.22128806041,-0.0846850823628059,0.220499698835274,-0.384059855002662,0.700934085013823,0.979338937253141
"NCK1-DT",44.0006738042209,-0.117218566447609,0.334399382564724,-0.350534637799223,0.725937499859248,0.979338937253141
"DIPK2A",2681.07541928895,-0.102233527228419,0.270240767904003,-0.378305346085812,0.705203774426686,0.979338937253141
"PPP3CC",763.161985773706,0.0528939729603015,0.155674074056195,0.339773808072936,0.734026873809147,0.979338937253141
"CBL",1787.34843794966,0.148269323090521,0.411890536505229,0.359972638236709,0.718867595371744,0.979338937253141
"SNHG30",143.858893474461,-0.0949051007879337,0.283010487686896,-0.335341285630836,0.737367653417126,0.979338937253141
"RNF38",1201.35942317419,0.123322988956313,0.327185561491997,0.376920633031447,0.706232587447901,0.979338937253141
"EIF2B1",1132.28869876467,-0.0523060545151182,0.159522749305622,-0.327890879155471,0.742994170228792,0.979338937253141
"PPP2R3A",1678.21987429352,0.0647062423286566,0.194904152941283,0.331990064614734,0.739896761241544,0.979338937253141
"MAMDC2",1745.00679507825,0.152598169810138,0.41239888122782,0.370025663881077,0.71136336841817,0.979338937253141
"TRMT11",1185.98644930026,0.0582842627136902,0.155404139385989,0.375049615434792,0.707623567493513,0.979338937253141
"ZNF785",220.812783166754,-0.0787858156346797,0.201055917036928,-0.391860218767942,0.695161497816478,0.979338937253141
"POLR2D",1690.83520451391,-0.0553162050304865,0.14756604254847,-0.374857277969742,0.70776661332261,0.979338937253141
"MIR548AH",9.45398787183262,-0.301910572317737,0.823124699689355,-0.366785946809369,0.713778691001652,0.979338937253141
"LIPT2",43.7794795712694,-0.145537211785919,0.390466021802556,-0.372726956148599,0.709351671749974,0.979338937253141
"GSTM1",331.324271463408,-0.0653674512911291,0.186507831086178,-0.350481000773235,0.725977746252634,0.979338937253141
"RBM48",347.589726428216,0.0671833537763051,0.175221211020418,0.383420211429064,0.701408219748291,0.979338937253141
"KCNAB3",16.1304325317542,0.187579603165529,0.532744580236678,0.352100443860347,0.724762935527924,0.979338937253141
"GTF2IP12",55.4714650485719,0.139604384401413,0.394564997692725,0.353818471526286,0.723474929539188,0.979338937253141
"SLC7A11-AS1",9.48028779492263,0.26272920432289,0.676995361852651,0.388081247120971,0.697955909171783,0.979338937253141
"KIF1C",7420.06678001641,0.0973919190747957,0.258172279570874,0.37723615888072,0.705998110988803,0.979338937253141
"TMEM35B",253.762938823146,0.10802908126012,0.306428124624721,0.352542970370039,0.724431098582803,0.979338937253141
"FLJ38576",9.02456419231217,0.303298956081048,0.776215574864861,0.390740621423182,0.695988969576479,0.979338937253141
"MYO5A",2422.94964502232,0.0908079631964001,0.273688569010394,0.33179304318315,0.740045537738109,0.979338937253141
"LOC100130744",71.3968789771835,0.128761492660963,0.342487746650948,0.375959414373422,0.706947068861193,0.979338937253141
"RRN3P3",290.891643361308,0.0729790381097787,0.213314055091753,0.342120157428858,0.732260468333795,0.979338937253141
"ZNF782",334.714054182404,0.100787588828561,0.306743510917051,0.328572847481739,0.742478574098204,0.979338937253141
"ZNF45",552.761782728371,0.0744677686553481,0.191111186471375,0.38965677535837,0.696790363214054,0.979338937253141
"CS",5021.67475849395,0.0874947476668713,0.240960975859465,0.363107542019172,0.716524550864398,0.979338937253141
"PRPF39",1385.62517664742,-0.0575949040582243,0.172175506091694,-0.334512761806848,0.73799266248509,0.979338937253141
"LOC257396",116.452197626176,0.0953530188683163,0.253271338807869,0.376485627300493,0.706555898614012,0.979338937253141
"MIR30A",100.362873190255,0.101398710954385,0.26545676450675,0.38197825225059,0.702477495927868,0.979338937253141
"MAP4K2",445.707654382135,-0.0663197637445599,0.200720972504363,-0.330407744228711,0.741091890763139,0.979338937253141
"CCDC62",21.4110555402,-0.149505946978113,0.431526573110978,-0.346458263045747,0.728998345416559,0.979338937253141
"CLCN7",992.314528963299,-0.0722286858391081,0.188763608665276,-0.382640946259866,0.701986005887286,0.979338937253141
"ATP5MC2",5477.32872036775,-0.0971905474838857,0.252211068522026,-0.385354013419907,0.699975148600682,0.979338937253141
"SAP30",2767.08572977721,-0.111891688161935,0.297989191126225,-0.37548908314107,0.707296763908073,0.979338937253141
"EHD2",1874.19708101303,0.176503298603813,0.491496335510283,0.359114170038649,0.719509681548847,0.979338937253141
"LOC100652758",74.9924995765025,0.131253937742542,0.375152145584218,0.349868551433026,0.726437349529545,0.979338937253141
"CTB-178M22.2",18.4408734166148,0.211328569422615,0.644904209683123,0.327689858818648,0.743146171892163,0.979338937253141
"UBA2",3395.20400341751,-0.0639990691671628,0.172592674175399,-0.370809882128156,0.710779140416793,0.979338937253141
"SF3B4",639.639792934709,-0.118801340055991,0.333725320954806,-0.355985394563693,0.721851503116261,0.979338937253141
"SPTBN1",42390.4265414081,-0.0764622211298156,0.217730056387279,-0.351178989242584,0.725454071720258,0.979338937253141
"TRIM52-AS1",153.822254110579,-0.0869237666446691,0.249979577079085,-0.347723472694609,0.728047866793786,0.979338937253141
"SMIM10L1",693.28472077557,-0.069437274207674,0.185703318466925,-0.373915096299375,0.708467484583134,0.979338937253141
"NUDT8",34.1928011616927,-0.146504289368563,0.437048461821091,-0.335212916110285,0.73746447948592,0.979338937253141
"CPNE7",147.795261866749,0.136244664432614,0.352660103791514,0.386334215205582,0.699249163692321,0.979338937253141
"LINC01355",434.795436054241,0.106767924156745,0.281863317268798,0.378793257637444,0.704841394568141,0.979338937253141
"HCG15",15.940854554354,-0.178693513521829,0.504385789364371,-0.354279437069429,0.723129476537168,0.979338937253141
"DPP4",319.082108112015,-0.110395494077301,0.320636524287548,-0.344301056539329,0.730619889806929,0.979338937253141
"TMEM203",831.925269998673,-0.0648973616026557,0.174630688595736,-0.371626328250305,0.710171083733642,0.979338937253141
"RBM33",1567.97552651915,0.127145336070952,0.348111239542703,0.365243409658295,0.714929717038598,0.979338937253141
"LOC100507547",28.4475852514561,-0.157951809284697,0.429492365057151,-0.36776395143527,0.713049250671749,0.979338937253141
"HCG25",24.8057680661187,0.177619111019036,0.465179687111033,0.381829034973835,0.702588180772677,0.979338937253141
"MIR7111",16.5346798937371,0.22872744563773,0.592050885189365,0.3863307214963,0.699251750814843,0.979338937253141
"THAP10",132.304587554764,-0.109511973070725,0.286535503340463,-0.382193381951006,0.702317930353248,0.979338937253141
"VAMP5",572.992775077326,0.113073093896357,0.302196733094334,0.374170470800754,0.708277491865405,0.979338937253141
"BAIAP2-DT",362.310699766968,0.0700398134523571,0.198910194399303,0.352117766833787,0.724749944592991,0.979338937253141
"ID2",1118.57780866313,0.118684240668632,0.306998597365893,0.386595384105873,0.699055775708507,0.979338937253141
"HMGN3-AS1",59.8415771781194,-0.106056052560244,0.284714579128898,-0.372499549846479,0.709520947090338,0.979338937253141
"SAP30L-AS1",15.1331965267474,-0.198293184671583,0.547045631676203,-0.362480153737803,0.71699325164134,0.979338937253141
"GAS5-AS1",12.6720294694176,-0.208350902561887,0.556838099261896,-0.374167828742433,0.708279457402722,0.979338937253141
"WDR97",23.1607213928299,0.163067275284966,0.496892378926683,0.328174232893652,0.742779929123556,0.979338937253141
"PPP2R2D",848.245274722653,0.0553657987110611,0.163256669904835,0.339133456191008,0.734509195880545,0.979338937253141
"MAP6",16.6773938115491,-0.168617574100949,0.501828232751544,-0.336006551836296,0.736865925783151,0.979338937253141
"LOC100287467",15.2561923083727,0.185097429834554,0.547158340240122,0.338288601711386,0.73514571244346,0.979338937253141
"RAET1E-AS1",8.20108665040392,-0.273927097799177,0.753504597944887,-0.363537393861016,0.716203484569399,0.979338937253141
"LPAL2",16.7422675626348,-0.17392801044033,0.502430214746597,-0.346173469141483,0.72921235206469,0.979338937253141
"DNPH1",663.166218037936,-0.0848295422081438,0.240748348874154,-0.352357732066883,0.724569996762201,0.979338937253141
"RHPN1",182.56170228546,-0.0833468195022212,0.247527780182082,-0.336717032087918,0.736330222649094,0.979338937253141
"ARID1A",1805.80878021641,0.184252735498885,0.472825785498806,0.389684194791762,0.696770085162158,0.979338937253141
"PPM1M",376.091694890995,-0.0855658239826081,0.242121955586194,-0.353399689736718,0.723788818390225,0.979338937253141
"TRAPPC2B",93.1892030747477,-0.0783879584553635,0.240215583162436,-0.32632336929764,0.744179708967345,0.979338937253141
"MANBA",1580.01859836687,-0.0848277100851449,0.22696405455297,-0.373749536032136,0.708590667284112,0.979338937253141
"WDCP",327.458086375229,-0.067771993999084,0.208125245734705,-0.32563081792332,0.74470369263685,0.979338937253141
"PCSK7",917.565616537538,0.0519225800157808,0.158715398325389,0.327142675276739,0.743559975804196,0.979338937253141
"ZNF354C",414.233302235664,0.0640450412476244,0.185322033152566,0.345587840572089,0.729652485379428,0.979338937253141
"PNPLA4",297.532265580993,0.0782015209608454,0.225999200727411,0.346025652786127,0.729323436084987,0.979338937253141
"ZBED5",1246.86762581762,-0.0611877022517723,0.157538315113202,-0.388398861621726,0.697720886529535,0.979338937253141
"MAML2",1300.18793292978,-0.12656129230231,0.355365825775325,-0.356143678211553,0.721732968346584,0.979338937253141
"LOC101927021",76.2693407128773,-0.121025627948122,0.349758159504888,-0.34602660340918,0.72932272167342,0.979338937253141
"GON7",286.310275104561,0.0778435951113418,0.222495325268745,0.349866205131802,0.726439110465037,0.979338937253141
"RNF216P1",420.314217879882,0.0609921695722592,0.185366145985101,0.329036185373145,0.74212833746905,0.979338937253141
"RBMXL1",483.44778287302,0.0868007071806823,0.249175866606762,0.348351180083051,0.727576461717697,0.979338937253141
"PIK3C2B",167.880623578054,0.132401890505009,0.347388016930981,0.381135456757319,0.703102738781481,0.979338937253141
"FOXD1",511.994335436662,0.0706352929111346,0.214864438115148,0.3287435255958,0.742349552482595,0.979338937253141
"SNORD151",16.3870543458671,-0.285965070779873,0.816300733260107,-0.350318282378355,0.726099846176786,0.979338937253141
"TIMM10B",879.412264086522,0.0742742131164771,0.192470866510512,0.385898471093653,0.699571862981786,0.979338937253141
"SNORA22C",39.3827858364474,0.14862324054384,0.403747704483164,0.368109190203551,0.712791818508264,0.979338937253141
"NSUN5P2",281.576875579258,0.117342675789134,0.307874924656341,0.381137489258392,0.703101230692563,0.979338937253141
"SPPL3",764.980817568081,0.11169649874752,0.286860374889723,0.389375837602036,0.696998143313269,0.979338937253141
"EIF2B5",1528.64125553012,0.0895099730656239,0.241002753711445,0.371406432860908,0.710334834960317,0.979338937253141
"LOC100133091",170.399354066991,-0.0743232518830278,0.203901317724136,-0.364505990998949,0.715480200902468,0.979338937253141
"CYP27B1",7.73780894840203,0.289699966290197,0.770588826063299,0.375946232921887,0.706956868534402,0.979338937253141
"SNX27",1255.89811177397,0.129549951251523,0.347396974332646,0.372916176084693,0.7092108322833,0.979338937253141
"EXOC8",921.164919829287,-0.0562796785573051,0.164363316840417,-0.34241021439077,0.732042202609434,0.979338937253141
"KCNJ2",115.283134035924,-0.150516580756726,0.424252790799357,-0.35478041399122,0.722754102508038,0.979338937253141
"LOC102724434",8.30336187090711,0.274292421214043,0.767489429233489,0.357389184484256,0.720800472386965,0.979338937253141
"KCNJ13",7.72392231467227,1.32430393569722,3.54921305215436,0.373126075058631,0.70905461269978,0.979338937253141
"TMEM151A",165.270085183395,-0.10389170476397,0.292997216762633,-0.354582565363194,0.72290233936802,0.979338937253141
"LINC00513",65.3745749209512,0.193143223456642,0.572230184844929,0.337527150038376,0.735719548917385,0.979338937253141
"TLCD2",253.58814292175,-0.0907811145936436,0.273718092370553,-0.331659167311258,0.740146636773386,0.979338937253141
"NDUFB2-AS1",9.1205374347609,-0.277151561280204,0.786769247516773,-0.352265371524064,0.724639255325417,0.979338937253141
"ACOT1",57.6760895884061,-0.170375067732393,0.441190389550775,-0.386171303291239,0.699369805115528,0.979338937253141
"FAM66A",14.1035842068693,-0.215983234431935,0.597026622669274,-0.361764829625663,0.717527776385281,0.979338937253141
"LOC101929066",9.75359650059642,-0.266117038893322,0.682385160502253,-0.389980694623331,0.696550822446188,0.979338937253141
"ABHD14A",186.539101572105,0.0981412470182768,0.291392097219958,0.336801333854276,0.736266667495372,0.979338937253141
"LOC389641",32.5933142220863,0.1987176549071,0.513278903305479,0.387153365601767,0.698642672052013,0.979338937253141
"UBTD1",569.443028690346,0.0962028519535257,0.286466309909614,0.335826059210521,0.737002037866215,0.979338937253141
"RANBP9",1209.62860972845,-0.0736735670632457,0.198818547139616,-0.370556812345631,0.710967654147097,0.979338937253141
"POLG2",256.899063883873,-0.0688962351679596,0.192976838143997,-0.35701815736327,0.721078212706129,0.979338937253141
"UBR5-AS1",44.918954222525,-0.118127922641904,0.328781593418235,-0.359289951161094,0.71937819097271,0.979338937253141
"PIP4K2B",2390.41326682705,0.0561467387110365,0.163983210777616,0.342393214797942,0.73205499407982,0.979338937253141
"RPL29",19702.2569206806,0.0815974356452427,0.250443272074243,0.325812049049789,0.744566561924116,0.979338937253141
"CCDC106",366.364047989165,0.082166650865708,0.249571137406894,0.329231383562377,0.741980803341924,0.979338937253141
"SNORD121A",8.10850223166333,0.254459415560757,0.664799329417034,0.38276123982239,0.701896802974534,0.979338937253141
"RPS28",6192.340255921,0.0830529357199341,0.229845605940055,0.361342281834158,0.717843589525557,0.979338937253141
"LINC00537",35.5860336706955,0.127839881517928,0.357169819572469,0.35792464679953,0.720399705504922,0.979338937253141
"THAP1",374.840921682012,0.0592845816501902,0.173731767814035,0.341242033026737,0.732921382452584,0.979338937253141
"CHMP7",1264.1608189901,0.0649694136633679,0.177245336266305,0.36655076535133,0.713954139085696,0.979338937253141
"MRPL46",553.170971510186,-0.0776089810418668,0.223346347043169,-0.347482652254287,0.728228749048945,0.979338937253141
"CRYM",97.7703610530707,-0.0937110954236051,0.271245945229842,-0.345483857258026,0.729730644095454,0.979338937253141
"POM121C",723.736384300839,-0.144624307487542,0.391379056021365,-0.369524902425151,0.711736515107062,0.979338937253141
"CCDC86",387.919500919456,0.124774777866289,0.363316176595736,0.343433036853535,0.731272709350102,0.979338937253141
"INE1",38.9751231768591,0.132067442783611,0.350262580461293,0.377052674623933,0.706134460095857,0.979338937253141
"LINC01560",59.1612492330227,0.13480477407936,0.401415541040445,0.335823505313108,0.737003963856164,0.979338937253141
"SPEF1",11.8696721578708,0.269964078119892,0.712204822611172,0.379053987770143,0.704647773500946,0.979338937253141
"FZD7",58.7708722833567,-0.113741091603847,0.33809168336428,-0.336420850320935,0.73655352856722,0.979338937253141
"ARHGEF9-IT1",7.63163119923181,-0.285201803904193,0.826736521401026,-0.344973031336365,0.73011464548395,0.979338937253141
"C17orf97",77.9401538281165,-0.102005399997131,0.277368265786039,-0.367761610031545,0.713050996684128,0.979338937253141
"ACBD7",321.381117361682,-0.11310646941475,0.295645850596277,-0.38257418186871,0.70203551636138,0.979338937253141
"CHI3L1",177.085264780193,0.19515119507802,0.55916665279767,0.349003636217615,0.72708657970362,0.979338937253141
"KDM3B",3013.46139601954,0.0742723807001244,0.218656527502847,0.339676027733302,0.734100516556803,0.979338937253141
"TRIM56",2880.01997069023,-0.0944920706215237,0.28980115300952,-0.326058297699111,0.744380247896331,0.979338937253141
"KLHDC1",51.7218789396453,-0.133946662997434,0.397717022651953,-0.336788860844543,0.736276070791381,0.979338937253141
"EPHB4",938.483784580382,0.0878811628089693,0.224369322508779,0.391680831525133,0.695294054905187,0.979338937253141
"TXLNGY",727.477835113795,0.0915892730792387,0.24703705663919,0.370751150961977,0.710822888162179,0.979338937253141
"EML3",795.517992670297,-0.0710483275808922,0.194209706710406,-0.365833040914042,0.714489663284003,0.979338937253141
"ZNF286B",81.6439515045459,0.115179289918853,0.337773779104765,0.340995355601977,0.733107078126831,0.979338937253141
"SIAE",665.61673393284,0.0652606949699658,0.184005353076851,0.354667371784066,0.722838797408299,0.979338937253141
"TAS2R31",92.6072710641737,-0.113570945515085,0.335060769907274,-0.338956260222632,0.734642680895544,0.979338937253141
"HECTD1",11208.506767824,0.0555682803186327,0.149631557137472,0.37136738654387,0.710363913286349,0.979338937253141
"EID3",471.1044296197,0.0982869306908108,0.301515968863497,0.325975871398398,0.744442610740174,0.979338937253141
"TMEM219",1762.94773843142,-0.0840621595162844,0.256257171799264,-0.328038270796704,0.742882726305372,0.979338937253141
"TMEM183B",74.412334079404,0.115281389930376,0.323013543195239,0.356893363634282,0.721171638002297,0.979338937253141
"AKAP10",1228.5696320908,-0.0608179753828905,0.166065558310339,-0.366228711128862,0.714194419791547,0.979338937253141
"KLHL35",34.2566052432511,0.148448156427983,0.422740994065223,0.351156283663087,0.7254711048453,0.979338937253141
"FAM229B",347.487134678357,-0.100958094304379,0.305980111439272,-0.329949857948254,0.741437849834282,0.979338937253141
"TTC32",133.124042261458,0.0806133986513316,0.241832601214925,0.333343801647685,0.738874779244796,0.979338937253141
"WASHC1",50.0276092337396,-0.136012627137409,0.362201181814794,-0.375516795544187,0.707276157800879,0.979338937253141
"PFDN2",425.026822275953,-0.0651054085000638,0.190798142904624,-0.341226636218407,0.732932972519703,0.979338937253141
"BRK1",3224.93632408562,0.0713461880007402,0.207023402117721,0.344628613339908,0.730373591825607,0.979338937253141
"ZNF470",421.769801254084,-0.066770361837874,0.198250655243422,-0.33679768551529,0.736269417943033,0.979338937253141
"SNORD138",10.6447638739132,0.273285868350808,0.706061990418566,0.387056479543388,0.698714395603669,0.979338937253141
"MIR10525",10.1427770662483,0.254746979982732,0.671324523826912,0.379469199978777,0.704339471847324,0.979338937253141
"ZFC3H1",2612.55088151175,0.0984309448704828,0.284170848784262,0.346379459017663,0.729057560112118,0.979338937253141
"NAALADL2",89.6220365657456,0.0886273695327175,0.269036244956979,0.329425388563871,0.741834180440746,0.979338937253141
"POLR1A",2456.04694057449,0.0894346205090882,0.242474336897473,0.368841592283246,0.71224580090075,0.979338937253141
"PDZD2",141.400950937672,-0.163976964345174,0.485467276150512,-0.337771405820432,0.735535459594359,0.979338937253141
"ACBD3",1627.0630817463,-0.0563691627591607,0.163284843800504,-0.345219810039631,0.729929126934854,0.979338937253141
"PHIP",3546.29830768412,0.0890410236486432,0.266977825956703,0.333514677968362,0.73874581165367,0.979338937253141
"PPIL4",938.357388219991,-0.058415033679241,0.170937071430528,-0.341734143391956,0.732550974641002,0.979338937253141
"UBR4",10607.976053344,0.119692947884194,0.3093325442225,0.386939396192663,0.698801074550407,0.979338937253141
"MLLT6",1802.91203822552,0.0772852952719492,0.233034916817938,0.331646846435161,0.740155941354356,0.979338937253141
"PDSS2",560.773576764563,0.0571752873920926,0.170739138931705,0.33486924995541,0.737723719177918,0.979338937253141
"NPR 2.00",218.558542292738,-0.0892690963862201,0.262728307270083,-0.339777229617104,0.734024296935483,0.979338937253141
"UCP2",913.631665464772,0.165554508222356,0.452129388610307,0.366166217885581,0.714241048518019,0.979338937253141
"PPP2R3B",304.364213117342,0.0712665802816417,0.200259712722524,0.355870780561776,0.721937338920882,0.979338937253141
"GPCPD1",604.246581805532,-0.16151059020508,0.497388452232012,-0.324717209417121,0.745395108655861,0.979338937253141
"SH3TC2",487.370761750609,0.107444702237227,0.323270814136329,0.332367468818003,0.739611799752249,0.979338937253141
"CFB",84.0062027270981,0.160610876493086,0.418540350687933,0.383740483394488,0.701170804139473,0.979338937253141
"TSPYL1",3837.85877638876,-0.0617907474008785,0.157743749231678,-0.391715980518039,0.695268081041407,0.979338937253141
"FRRS1L",23.6540396945672,0.240815192391689,0.633370770411038,0.380212039522139,0.703788022911441,0.979338937253141
"EPYC",7.8788721147686,-0.269064316191171,0.829078055171493,-0.324534360200277,0.745533513017519,0.979353526981597
"TMTC4",944.820193234765,0.0916172278995093,0.282645781103215,0.324141501571017,0.745830907927871,0.979436610800993
"SHLD2P3",219.263450112797,-0.0634648428792758,0.196015987397424,-0.323773809075074,0.746109286328386,0.979436610800993
"TRAM2",9183.81961192815,-0.0864858994814012,0.266940548393859,-0.323989367676712,0.74594608382041,0.979436610800993
"TUBB3",1290.73654379108,0.0648706255343722,0.200203351088899,0.324023674836326,0.745920110429125,0.979436610800993
"MTDH",6692.22066015125,0.0455467876665846,0.140583975231906,0.323982783894474,0.745951068327636,0.979436610800993
"LINC00174",35.8564976338924,0.177672741724023,0.548683050126291,0.323816712914911,0.746076802307923,0.979436610800993
"CACNB1",144.008139422915,-0.0775692609083334,0.239508951251048,-0.323867899312986,0.746038047858935,0.979436610800993
"IFITM2",690.392082642237,0.0756545459923526,0.233571502449808,0.323903152562928,0.746011357151937,0.979436610800993
"CAD",2150.16626109675,0.120944750400969,0.377869476796195,0.320070177211483,0.748915132539947,0.979469373790204
"LINC01359",15.1862755239714,0.286890331648664,0.892363360306809,0.32149496988539,0.74783532356238,0.979469373790204
"LRRC6",88.5803259176304,0.140843887762429,0.44019058317123,0.319961155797015,0.748997777013755,0.979469373790204
"ZNF239",144.051595384368,0.0691172202115387,0.215351802050884,0.32095027556448,0.748248073283791,0.979469373790204
"CD83",34.8648643697258,0.141682899675127,0.440986601931785,0.321286177526644,0.747993530349188,0.979469373790204
